room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
13559638,1443,78118251,Shared room,,Calgary,CENTRE,BELTLINE,0,0.0,1,1.0,,103.0,,2017-07-10 07:58:55.773695,51.040836,-114.060518,0101000020E610000070B4E386DF835CC0EE3F321D3A854940
2684761,1443,13742626,Shared room,,Calgary,CENTRE,SUNNYSIDE,0,0.0,1,1.0,,70.0,,2017-07-10 07:58:54.588186,51.05705,-114.084659,0101000020E6100000F913950D6B855CC04F1E166A4D874940
10969861,1443,56909867,Shared room,,Calgary,NORTH,HUNTINGTON HILLS,0,0.0,1,1.0,,72.0,,2017-07-10 07:58:54.585327,51.122787,-114.085223,0101000020E61000007D772B4B74855CC0DEAF027CB78F4940
14067539,1443,12702267,Shared room,,Calgary,CENTRE,CAPITOL HILL,0,0.0,1,1.0,,80.0,,2017-07-10 07:58:54.582463,51.070515,-114.098982,0101000020E6100000223999B855865CC05070B1A206894940
8535592,1443,44938274,Shared room,,Calgary,CENTRE,SHAGANAPPI,0,0.0,1,1.0,,72.0,,2017-07-10 07:58:54.579842,51.041503,-114.129434,0101000020E6100000643F8BA548885CC0CBD765F84F854940
8326661,1443,943902,Shared room,,Calgary,NORTHWEST,CHARLESWOOD,0,0.0,1,1.0,,44.0,,2017-07-10 07:58:52.995649,51.083494,-114.117746,0101000020E610000007CF842689875CC0C4B46FEEAF8A4940
13789812,1443,80794094,Shared room,,Calgary,NORTHEAST,SKYVIEW RANCH,0,0.0,1,1.0,,48.0,,2017-07-10 07:58:52.989584,51.1637,-113.962958,0101000020E6100000FB5A971AA17D5CC0772D211FF4944940
19490735,1443,130062909,Shared room,,Calgary,CENTRE,CAPITOL HILL,0,0.0,1,1.0,,31.0,,2017-07-10 07:58:51.750769,51.075199,-114.102129,0101000020E610000049BE124889865CC090D8EE1EA0894940
16272774,1443,29122642,Shared room,,Calgary,SOUTH,SHAWNESSY,2,0.0,1,1.0,,10.0,,2017-07-10 07:58:51.748785,50.909396,-114.073919,0101000020E610000065E3C116BB845CC07E8E8F1667744940
19389367,1443,130061369,Shared room,,Calgary,CENTRE,CAPITOL HILL,0,0.0,1,1.0,,36.0,,2017-07-10 07:58:51.743339,51.074867,-114.102178,0101000020E6100000B91798158A865CC05A46EA3D95894940
19389168,1443,130061369,Shared room,,Calgary,CENTRE,CAPITOL HILL,0,0.0,1,1.0,,36.0,,2017-07-10 07:58:50.220805,51.073943,-114.10232,0101000020E6100000836E2F698C865CC05262D7F676894940
19390654,1443,130062909,Shared room,,Calgary,CENTRE,CAPITOL HILL,0,0.0,1,1.0,,31.0,,2017-07-10 07:58:50.218483,51.073982,-114.102079,0101000020E6100000F0A65B7688865CC0103FFF3D78894940
7011561,1443,1549771,Shared room,,Calgary,CENTRE,BELTLINE,1,0.0,1,1.0,,39.0,,2017-07-10 07:58:50.214113,51.039003,-114.061336,0101000020E61000005184D4EDEC835CC013B9E00CFE844940
4075062,1443,21134644,Shared room,,Calgary,SOUTH,SOUTHWOOD,0,0.0,1,1.0,,32.0,,2017-07-10 07:58:50.211364,50.953467,-114.086028,0101000020E610000094A2957B81855CC05A68E7340B7A4940
10795607,1443,32275597,Shared room,,Calgary,CENTRE,POINT MCKAY,0,0.0,2,1.0,,40.0,,2017-07-10 07:58:50.206526,51.059864,-114.143254,0101000020E61000005B41D3122B895CC0971AA19FA9874940
8349663,1443,39202671,Shared room,,Calgary,CENTRE,DOWNTOWN EAST VILLAGE,0,0.0,3,1.0,,40.0,,2017-07-10 07:58:50.204075,51.046162,-114.052282,0101000020E6100000D90A9A9658835CC0B328ECA2E8854940
16271748,1443,19867960,Shared room,,Calgary,NORTHWEST,UNIVERSITY HEIGHTS,5,5.0,3,1.0,,12.0,,2017-07-10 07:58:50.201434,51.070319,-114.126374,0101000020E61000002444F98216885CC0CAA4863600894940
12651909,1443,67109749,Shared room,,Calgary,NORTHWEST,CITADEL,0,0.0,1,1.0,,31.0,,2017-07-10 07:58:50.199094,51.147579,-114.1882,0101000020E6100000DC4603780B8C5CC0C74961DEE3924940
3601913,1443,11485957,Shared room,,Calgary,SOUTHEAST,CRANSTON,0,0.0,2,1.0,,32.0,,2017-07-10 07:58:50.195899,50.876776,-113.975878,0101000020E6100000B2B8FFC8747E5CC077F52A323A704940
7133290,1443,37361945,Shared room,,Calgary,SOUTH,CANYON MEADOWS,1,0.0,4,1.0,,36.0,,2017-07-10 07:58:50.187828,50.947092,-114.084547,0101000020E610000065FED13769855CC0D026874F3A794940
8537885,1443,44949498,Shared room,,Calgary,NORTHWEST,UNIVERSITY HEIGHTS,0,0.0,1,1.0,,24.0,,2017-07-10 07:58:50.184897,51.070668,-114.126121,0101000020E6100000AF95D05D12885CC0D66F26A60B894940
8798650,1443,46026372,Shared room,,Calgary,NORTHWEST,UNIVERSITY HEIGHTS,2,0.0,4,1.0,,28.0,,2017-07-10 07:58:50.182669,51.071994,-114.134178,0101000020E6100000EF75525F96885CC00DC1711937894940
11574737,1443,1897738,Shared room,,Calgary,CENTRE,HILLHURST,0,0.0,1,1.0,,28.0,,2017-07-10 07:58:50.180494,51.055642,-114.086034,0101000020E61000000516C09481855CC05B24ED461F874940
11401570,1443,32267271,Shared room,,Calgary,NORTHWEST,ROCKY RIDGE,0,0.0,2,1.0,,40.0,,2017-07-10 07:58:50.173158,51.138749,-114.241335,0101000020E610000055185B08728F5CC025ADF886C2914940
13959073,1443,40826999,Shared room,,Calgary,WEST,GLENBROOK,0,0.0,2,1.0,,24.0,,2017-07-10 07:58:50.171220,51.022285,-114.145264,0101000020E6100000505260014C895CC07E18213CDA824940
13938096,1443,82875595,Shared room,,Calgary,WEST,COACH HILL,2,0.0,2,1.0,,40.0,,2017-07-10 07:58:50.167977,51.060825,-114.185765,0101000020E610000074EFE192E38B5CC0BDE3141DC9874940
9777925,1443,32423311,Shared room,,Calgary,CENTRE,RENFREW,0,0.0,1,1.0,,33.0,,2017-07-10 07:58:48.194069,51.058931,-114.053109,0101000020E6100000E4874A2366835CC03CDC0E0D8B874940
12094060,1443,56410737,Shared room,,Calgary,CENTRE,SUNALTA,0,0.0,1,1.0,,41.0,,2017-07-10 07:58:48.191733,51.041725,-114.094867,0101000020E61000000E9E094D12865CC07A36AB3E57854940
17754475,1443,60953551,Shared room,,Calgary,SOUTH,BRAESIDE,0,0.0,1,1.0,,15.0,,2017-07-10 07:58:48.189538,50.956855,-114.101036,0101000020E6100000FEEDB25F77865CC0CD0182397A7A4940
6292642,1443,32720220,Shared room,,Calgary,CENTRE,BELTLINE,0,0.0,1,1.0,,32.0,,2017-07-10 07:58:48.187379,51.043065,-114.093871,0101000020E6100000BDC282FB01865CC0164D672783854940
6646314,1443,19920220,Shared room,,Calgary,CENTRE,RENFREW,2,0.0,1,1.0,,31.0,,2017-07-10 07:58:48.185170,51.058449,-114.054017,0101000020E6100000651BB80375835CC0F1BDBF417B874940
13894423,1443,82307916,Shared room,,Calgary,CENTRE,BELTLINE,0,0.0,2,1.0,,32.0,,2017-07-10 07:58:48.182325,51.043285,-114.063401,0101000020E6100000286211C30E845CC024B4E55C8A854940
19268932,1443,78839663,Shared room,,Calgary,NORTHWEST,DALHOUSIE,2,0.0,1,1.0,,12.0,,2017-07-10 07:58:48.180168,51.108844,-114.160564,0101000020E61000008E3A3AAE468A5CC0D32EA699EE8D4940
18647151,1443,129567825,Shared room,,Calgary,SOUTHEAST,MCKENZIE TOWNE,0,0.0,3,1.0,,24.0,,2017-07-10 07:58:48.177971,50.917584,-113.9634,0101000020E6100000D93D7958A87D5CC09BAA7B6473754940
18707679,1443,130062909,Shared room,,Calgary,CENTRE,CAPITOL HILL,1,0.0,1,1.0,,40.0,,2017-07-10 07:58:48.175724,51.073561,-114.101874,0101000020E61000000394861A85865CC06AA164726A894940
13251097,1443,74528742,Shared room,,Calgary,SOUTH,SHAWNESSY,0,0.0,1,1.0,,16.0,,2017-07-10 07:58:48.173428,50.91096,-114.07166,0101000020E61000009B1BD31396845CC06AFB57569A744940
16313741,1443,29122642,Shared room,,Calgary,SOUTH,SHAWNESSY,5,5.0,1,1.0,,10.0,,2017-07-10 07:58:48.171341,50.908432,-114.073741,0101000020E6100000F5D72B2CB8845CC0E751F17F47744940
