room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
16405057,70807156,Shared room,CENTRE,BELTLINE,0,0.0,2,1.0,68.0,,51.042688,-114.083469,2016-12-25 11:42:07.460642
13938096,82875595,Shared room,WEST,COACH HILL,2,0.0,2,1.0,54.0,,51.060825,-114.185765,2016-12-25 11:42:06.275489
8596438,45239480,Shared room,CENTRE,DOWNTOWN EAST VILLAGE,0,0.0,1,1.0,380.0,,51.050347,-114.056722,2016-12-25 11:42:03.520870
8534791,25701705,Shared room,CENTRE,DOWNTOWN COMMERCIAL CORE,0,0.0,1,1.0,114.0,,51.048894,-114.055721,2016-12-25 11:42:00.784513
7133290,37361945,Shared room,SOUTH,CANYON MEADOWS,1,0.0,4,1.0,83.0,,50.947092,-114.084547,2016-12-25 11:42:00.103312
13559638,78118251,Shared room,CENTRE,BELTLINE,0,0.0,1,1.0,103.0,,51.040836,-114.060518,2016-12-25 11:42:00.100621
16245842,49590448,Shared room,CENTRE,BELTLINE,0,0.0,1,1.0,84.0,,51.039514,-114.069779,2016-12-25 11:42:00.097667
2684761,13742626,Shared room,CENTRE,SUNNYSIDE,0,0.0,1,1.0,67.0,,51.05705,-114.084659,2016-12-25 11:41:59.325751
10969861,56909867,Shared room,NORTH,HUNTINGTON HILLS,0,0.0,1,1.0,68.0,,51.122787,-114.085223,2016-12-25 11:41:59.323330
14067539,12702267,Shared room,CENTRE,CAPITOL HILL,0,0.0,1,1.0,76.0,,51.070515,-114.098982,2016-12-25 11:41:59.321406
13335059,75501624,Shared room,NORTHWEST,BOWNESS,0,0.0,2,1.0,68.0,,51.095075,-114.212229,2016-12-25 11:41:59.319229
8535592,44938274,Shared room,CENTRE,SHAGANAPPI,0,0.0,1,1.0,68.0,,51.041503,-114.129434,2016-12-25 11:41:59.317099
12873350,70412272,Shared room,CENTRE,SOUTH CALGARY,0,0.0,2,1.0,76.0,,51.029443,-114.097833,2016-12-25 11:41:59.314437
8326661,943902,Shared room,NORTHWEST,CHARLESWOOD,0,0.0,1,1.0,42.0,,51.083494,-114.117746,2016-12-25 11:41:58.781904
10145940,52070680,Shared room,CENTRE,MISSION,0,0.0,3,1.0,46.0,,51.035673,-114.069257,2016-12-25 11:41:58.779756
9029677,41112148,Shared room,WEST,GLENBROOK,0,0.0,1,1.0,45.0,,51.021202,-114.150882,2016-12-25 11:41:58.776073
1641717,37852,Shared room,CENTRE,CAPITOL HILL,6,5.0,1,1.0,43.0,,51.075676,-114.10466,2016-12-25 11:41:58.773781
8175134,43145479,Shared room,CENTRE,BELTLINE,9,4.5,1,1.0,34.0,,51.042813,-114.078306,2016-12-25 11:41:57.672788
8349663,39202671,Shared room,CENTRE,DOWNTOWN EAST VILLAGE,0,0.0,3,1.0,38.0,,51.046162,-114.052282,2016-12-25 11:41:57.670719
8312342,43811783,Shared room,CENTRE,SUNNYSIDE,0,0.0,1,1.0,38.0,,51.057027,-114.079044,2016-12-25 11:41:57.668808
